,computed_x,computed_y,distance_error,x,y,configuration
42,10.200000000000001,3.0,0.08445387264910914,10.28311111,2.985,5 mean
43,10.9,1.3,2.944349317354419,10.28311111,4.179,5 mean
44,7.5,5.300000000000001,2.784068327215665,10.28311111,5.373,5 mean
0,0.1,2.3000000000000003,1.7762662501003146,0.60488889,0.597,6 mean
1,1.2000000000000002,4.0,2.2877583424053847,0.60488889,1.791,6 mean
2,0.9,2.7,0.41026280265877374,0.60488889,2.985,6 mean
3,0.2,4.3,0.4225825519888771,0.60488889,4.179,6 mean
4,1.7000000000000002,3.9000000000000004,1.8354828637841958,0.60488889,5.373,6 mean
5,1.8,2.7,2.1030511432699135,1.81466667,0.597,6 mean
6,2.8000000000000003,3.1,1.6384025058601717,1.81466667,1.791,6 mean
7,1.6,3.8000000000000003,0.8427969976268838,1.81466667,2.985,6 mean
8,2.4000000000000004,4.5,0.6675747952169023,1.81466667,4.179,6 mean
9,3.2,5.800000000000001,1.4496473485675367,1.81466667,5.373,6 mean
10,2.3000000000000003,2.2,1.7590988450473481,3.02444444,0.597,6 mean
11,3.5,3.1,1.3927074677213855,3.02444444,1.791,6 mean
12,1.2000000000000002,1.0,2.6960753911281694,3.02444444,2.985,6 mean
13,2.7,5.1000000000000005,0.9764759058199612,3.02444444,4.179,6 mean
14,5.0,5.1000000000000005,1.9943291530354044,3.02444444,5.373,6 mean
15,4.5,1.2000000000000002,0.6589740725868724,4.23422222,0.597,6 mean
16,4.800000000000001,1.3,0.7491231516524693,4.23422222,1.791,6 mean
17,3.0,0.9,2.4229175570666306,4.23422222,2.985,6 mean
18,4.800000000000001,3.4000000000000004,0.9627800872170802,4.23422222,4.179,6 mean
19,2.0,5.4,2.234385358066448,4.23422222,5.373,6 mean
20,6.0,2.3000000000000003,1.7914644847163455,5.444,0.597,6 mean
21,5.7,2.2,0.48251113976777815,5.444,1.791,6 mean
22,5.7,3.6,0.666153886125421,5.444,2.985,6 mean
23,5.1000000000000005,2.3000000000000003,1.9102295673557144,5.444,4.179,6 mean
24,3.4000000000000004,0.30000000000000004,5.469302057849795,5.444,5.373,6 mean
25,5.9,2.8000000000000003,2.3283878417526855,6.65377778,0.597,6 mean
26,6.6000000000000005,2.1,0.31364478255142153,6.65377778,1.791,6 mean
27,6.5,2.9000000000000004,0.1757060204481578,6.65377778,2.985,6 mean
28,5.0,2.5,2.356697253705221,6.65377778,4.179,6 mean
29,5.800000000000001,1.7000000000000002,3.770923692892993,6.65377778,5.373,6 mean
30,7.2,0.30000000000000004,0.7269903584002427,7.86355556,0.597,6 mean
31,6.2,1.3,1.7345022632464084,7.86355556,1.791,6 mean
32,9.0,2.2,1.3812063441813873,7.86355556,2.985,6 mean
33,8.9,3.6,1.187205996113107,7.86355556,4.179,6 mean
34,9.600000000000001,1.2000000000000002,4.519863747194922,7.86355556,5.373,6 mean
35,9.3,0.0,0.6385818501092001,9.07333333,0.597,6 mean
36,8.5,3.1,1.4290528707115386,9.07333333,1.791,6 mean
37,10.3,4.6000000000000005,2.0280375044088537,9.07333333,2.985,6 mean
38,9.600000000000001,3.7,0.7119120600810819,9.07333333,4.179,6 mean
39,7.7,4.9,1.4525059157500495,9.07333333,5.373,6 mean
40,9.0,1.7000000000000002,1.6920352007583745,10.28311111,0.597,6 mean
41,10.100000000000001,3.8000000000000003,2.0173276081503055,10.28311111,1.791,6 mean
42,10.3,3.1,0.116233534771305,10.28311111,2.985,6 mean
43,9.0,4.4,1.3020042705787997,10.28311111,4.179,6 mean
44,8.5,1.1,4.630120325715675,10.28311111,5.373,6 mean
0,1.2000000000000002,4.1000000000000005,3.553190993071641,0.60488889,0.597,7 mean
1,1.3,3.3000000000000003,1.6614031585516604,0.60488889,1.791,7 mean
2,1.3,3.4000000000000004,0.8095705375354469,0.60488889,2.985,7 mean
3,0.0,4.0,0.6308181744729873,0.60488889,4.179,7 mean
4,1.6,5.800000000000001,1.0828550785979778,0.60488889,5.373,7 mean
5,1.8,3.5,2.903037049575649,1.81466667,0.597,7 mean
6,1.2000000000000002,2.6,1.0160197415448624,1.81466667,1.791,7 mean
7,1.3,2.0,1.111353580643392,1.81466667,2.985,7 mean
8,0.4,2.1,2.514661565143288,1.81466667,4.179,7 mean
9,1.7000000000000002,5.0,0.39022742754564166,1.81466667,5.373,7 mean
10,1.5,3.8000000000000003,3.5472721703651264,3.02444444,0.597,7 mean
11,1.7000000000000002,4.6000000000000005,3.105581117061172,3.02444444,1.791,7 mean
12,2.4000000000000004,2.4000000000000004,0.8556610652863156,3.02444444,2.985,7 mean
13,2.8000000000000003,1.3,2.8877354980411405,3.02444444,4.179,7 mean
14,2.9000000000000004,4.2,1.179582730734438,3.02444444,5.373,7 mean
15,4.3,2.2,1.6043490007918255,4.23422222,0.597,7 mean
16,3.8000000000000003,2.2,0.5965148249136216,4.23422222,1.791,7 mean
17,3.6,2.3000000000000003,0.9335217321207515,4.23422222,2.985,7 mean
18,4.0,3.4000000000000004,0.8134500896439365,4.23422222,4.179,7 mean
19,4.0,4.9,0.5278153544012607,4.23422222,5.373,7 mean
20,9.3,2.3000000000000003,4.215322644828033,5.444,0.597,7 mean
21,5.7,3.3000000000000003,1.5305610082580836,5.444,1.791,7 mean
22,5.5,3.0,0.05797413216254306,5.444,2.985,7 mean
23,5.7,3.4000000000000004,0.8199859754898251,5.444,4.179,7 mean
24,4.4,5.7,1.0940132540330574,5.444,5.373,7 mean
25,7.300000000000001,2.2,1.7283553331481722,6.65377778,0.597,7 mean
26,6.300000000000001,0.7000000000000001,1.1469262040871364,6.65377778,1.791,7 mean
27,6.1000000000000005,4.1000000000000005,1.2449477216420495,6.65377778,2.985,7 mean
28,6.1000000000000005,2.7,1.5792754128465778,6.65377778,4.179,7 mean
29,6.4,4.5,0.9091381422103733,6.65377778,5.373,7 mean
30,8.0,1.7000000000000002,1.1114072544332767,7.86355556,0.597,7 mean
31,7.5,1.6,0.4106746220633965,7.86355556,1.791,7 mean
32,7.9,3.9000000000000004,0.9157255031978275,7.86355556,2.985,7 mean
33,7.9,4.1000000000000005,0.08700113336568428,7.86355556,4.179,7 mean
34,6.0,5.1000000000000005,1.8834458646870935,7.86355556,5.373,7 mean
35,8.200000000000001,0.5,0.8787036504356222,9.07333333,0.597,7 mean
36,8.5,2.5,0.9118070559547615,9.07333333,1.791,7 mean
37,10.8,3.6,1.83292192667579,9.07333333,2.985,7 mean
38,8.700000000000001,4.3,0.3924522586110168,9.07333333,4.179,7 mean
39,9.0,4.4,0.9757595899036241,9.07333333,5.373,7 mean
40,9.1,4.6000000000000005,4.174177870983152,10.28311111,0.597,7 mean
41,10.8,3.5,1.785456559148229,10.28311111,1.791,7 mean
42,10.700000000000001,2.8000000000000003,0.45609357220359154,10.28311111,2.985,7 mean
43,10.4,3.2,0.9859533521447312,10.28311111,4.179,7 mean
44,8.4,0.0,5.693438016928386,10.28311111,5.373,7 mean
