,x,y
0,0.0,0.01493137394198639
1,0.004132231404958678,0.05559978587520476
2,0.008264462809917356,0.09702399861079682
3,0.012396694214876033,0.10149781366747936
4,0.01652892561983471,0.1821046408163701
5,0.02066115702479339,0.1869404629017867
6,0.024793388429752067,0.19323928812915014
7,0.028925619834710745,0.21178988751141264
8,0.03305785123966942,0.21630818462427387
9,0.0371900826446281,0.26755191153414404
10,0.04132231404958678,0.26964321467730845
11,0.045454545454545456,0.28851039204880713
12,0.049586776859504134,0.294245275154898
13,0.05371900826446281,0.33032338208485224
14,0.05785123966942149,0.34241947870018175
15,0.06198347107438017,0.37106973283914396
16,0.06611570247933884,0.3952183080700476
17,0.07024793388429752,0.4239391790344293
18,0.0743801652892562,0.4399699073378608
19,0.07851239669421488,0.45238881757489807
20,0.08264462809917356,0.46818841742362644
21,0.08677685950413223,0.4748533618676857
22,0.09090909090909091,0.4839269993187071
23,0.09504132231404959,0.48997896411302755
24,0.09917355371900827,0.4913839639686157
25,0.10330578512396695,0.5014563817008502
26,0.10743801652892562,0.5041126927271493
27,0.1115702479338843,0.5105394009771195
28,0.11570247933884298,0.5288723011396947
29,0.11983471074380166,0.5324772722206086
30,0.12396694214876033,0.5497348926479493
31,0.128099173553719,0.564897248943373
32,0.1322314049586777,0.5893611124575633
33,0.13636363636363635,0.6091018172346198
34,0.14049586776859505,0.6367152860689983
35,0.1446280991735537,0.6629277375552685
36,0.1487603305785124,0.6757804687148756
37,0.15289256198347106,0.7006589340580874
38,0.15702479338842976,0.7030396113786398
39,0.16115702479338842,0.7040287850404104
40,0.1652892561983471,0.717186082693386
41,0.16942148760330578,0.723827126783629
42,0.17355371900826447,0.7327062426771944
43,0.17768595041322313,0.7706878977441434
44,0.18181818181818182,0.7777478754043644
45,0.1859504132231405,0.7791406328960809
46,0.19008264462809918,0.7871491948456977
47,0.19421487603305784,0.799251341407994
48,0.19834710743801653,0.8120466502956747
49,0.2024793388429752,0.8235684505479061
50,0.2066115702479339,0.825073547971818
51,0.21074380165289255,0.8296404120090467
52,0.21487603305785125,0.8462650952703452
53,0.2190082644628099,0.8503145486860882
54,0.2231404958677686,0.8718966925260958
55,0.22727272727272727,0.875545489746336
56,0.23140495867768596,0.8896036051122478
57,0.23553719008264462,0.8906482036512142
58,0.2396694214876033,0.9132372659469291
59,0.24380165289256198,0.9423279751117385
60,0.24793388429752067,0.9522591001414665
61,0.25206611570247933,0.9555162703453725
62,0.256198347107438,1.0203106589670277
63,0.2603305785123967,1.0230186206663214
64,0.2644628099173554,1.0304383844248783
65,0.26859504132231404,1.0432736683552095
66,0.2727272727272727,1.049958157721263
67,0.2768595041322314,1.050819874911133
68,0.2809917355371901,1.05271739901145
69,0.28512396694214875,1.0598017314526411
70,0.2892561983471074,1.065442609928234
71,0.29338842975206614,1.088496691059409
72,0.2975206611570248,1.0990853877540365
73,0.30165289256198347,1.114105116890421
74,0.30578512396694213,1.1569572490029831
75,0.30991735537190085,1.1642764577311318
76,0.3140495867768595,1.1649635311458475
77,0.3181818181818182,1.1746766938331021
78,0.32231404958677684,1.1804445606930216
79,0.32644628099173556,1.196009394339947
80,0.3305785123966942,1.196494432759923
81,0.3347107438016529,1.2176121379773026
82,0.33884297520661155,1.230200157413603
83,0.34297520661157027,1.233207156659925
84,0.34710743801652894,1.2343368303819837
85,0.3512396694214876,1.2344893849160425
86,0.35537190082644626,1.2347263888713533
87,0.359504132231405,1.2587118526978445
88,0.36363636363636365,1.2615633715570505
89,0.3677685950413223,1.2775468873581164
90,0.371900826446281,1.281169935779343
91,0.3760330578512397,1.2960852217407883
92,0.38016528925619836,1.2973680435120254
93,0.384297520661157,1.309150605187545
94,0.3884297520661157,1.3385077372149536
95,0.3925619834710744,1.3428119332113913
96,0.39669421487603307,1.3449138438635817
97,0.40082644628099173,1.3487353340193544
98,0.4049586776859504,1.3557458419531683
99,0.4090909090909091,1.3596113982617701
100,0.4132231404958678,1.3709366545964639
101,0.41735537190082644,1.3913227034129778
102,0.4214876033057851,1.3951360227183758
103,0.4256198347107438,1.4000773772757593
104,0.4297520661157025,1.4038934596989816
105,0.43388429752066116,1.416424619567138
106,0.4380165289256198,1.441867715225595
107,0.44214876033057854,1.4601046322827027
108,0.4462809917355372,1.465068237022912
109,0.45041322314049587,1.4653724026586428
110,0.45454545454545453,1.4719145175751427
111,0.45867768595041325,1.477735632447109
112,0.4628099173553719,1.4816986712584141
113,0.4669421487603306,1.48899713355568
114,0.47107438016528924,1.4954518903269571
115,0.47520661157024796,1.5031680068761424
116,0.4793388429752066,1.5049062399864295
117,0.4834710743801653,1.5110493341676785
118,0.48760330578512395,1.5164033342481533
119,0.49173553719008267,1.5266479425040254
120,0.49586776859504134,1.5363193854673238
121,0.5,1.547062937457087
122,0.5041322314049587,1.5625454488597001
123,0.5082644628099173,1.5911131887284968
124,0.512396694214876,1.6027818406964225
125,0.5165289256198347,1.6243896245735183
126,0.5206611570247934,1.6306056317615054
127,0.5247933884297521,1.6374838289140476
128,0.5289256198347108,1.6491638457308775
129,0.5330578512396694,1.6643866837132406
130,0.5371900826446281,1.668360880027839
131,0.5413223140495868,1.6699956707996855
132,0.5454545454545454,1.6845694868161671
133,0.5495867768595041,1.7096677141318743
134,0.5537190082644629,1.7169237953728964
135,0.5578512396694215,1.7266175093389027
136,0.5619834710743802,1.77026174163005
137,0.5661157024793388,1.7795427085665176
138,0.5702479338842975,1.801142912983122
139,0.5743801652892562,1.8102575072299296
140,0.5785123966942148,1.812326573755952
141,0.5826446280991735,1.8686335804344028
142,0.5867768595041323,1.9219543470785676
143,0.5909090909090909,2.0020283497997386
144,0.5950413223140496,2.02848452339974
145,0.5991735537190083,2.0318538185766375
146,0.6033057851239669,2.046898354022553
147,0.6074380165289256,2.0482341175434096
148,0.6115702479338843,2.064274390997177
149,0.6157024793388429,2.069480002147268
150,0.6198347107438017,2.080145412544954
151,0.6239669421487604,2.084291305811778
152,0.628099173553719,2.09407420641922
153,0.6322314049586777,2.1173477002016963
154,0.6363636363636364,2.141557261260644
155,0.640495867768595,2.147502528858111
156,0.6446280991735537,2.161886660371229
157,0.6487603305785123,2.163680950425088
158,0.6528925619834711,2.1671321906359897
159,0.6570247933884298,2.1728228631234345
160,0.6611570247933884,2.175979284385134
161,0.6652892561983471,2.185733036977947
162,0.6694214876033058,2.1880903998147807
163,0.6735537190082644,2.1954750697877508
164,0.6776859504132231,2.200197634140212
165,0.6818181818181818,2.2657794435905116
166,0.6859504132231405,2.325562492354911
167,0.6900826446280992,2.3477026938613963
168,0.6942148760330579,2.41250910826802
169,0.6983471074380165,2.4250311052338893
170,0.7024793388429752,2.476580629695749
171,0.7066115702479339,2.4782052223764284
172,0.7107438016528925,2.502575823115747
173,0.7148760330578512,2.5284525900607666
174,0.71900826446281,2.550783596773319
175,0.7231404958677686,2.5685855065793097
176,0.7272727272727273,2.584033217276504
177,0.731404958677686,2.5858241023868174
178,0.7355371900826446,2.605322281882592
179,0.7396694214876033,2.6451855114583354
180,0.743801652892562,2.6608925552907565
181,0.7479338842975206,2.6726653277491224
182,0.7520661157024794,2.709553945448506
183,0.756198347107438,2.7696623223123433
184,0.7603305785123967,2.779546184795084
185,0.7644628099173554,2.8158662253179174
186,0.768595041322314,2.864984607598153
187,0.7727272727272727,2.868087446440009
